ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,on_time,high_care_calls,discount_tier,weight_category,is_high_value,is_repeat_customer,low_satisfaction,failure_risk_score,predicted_outcome,predicted_label,risk_tier
3247,3,2,4,1,189,3,2,1,5,4496,1,1,1,0,0,1,1,0.6556457,1,Late,High Risk
3248,4,2,5,4,222,3,1,1,7,5340,0,1,1,0,1,1,0,0.68419546,1,Late,High Risk
3249,0,2,4,3,148,3,0,0,7,5034,1,1,1,0,0,1,0,0.55808794,1,Late,Medium Risk
3250,1,2,5,2,265,2,2,0,7,5464,1,1,1,0,1,0,1,0.5435481,1,Late,Medium Risk
3251,2,2,4,1,181,2,1,0,3,5877,0,1,1,0,0,0,1,0.74664426,1,Late,High Risk
3252,4,2,6,5,189,2,0,1,4,5898,1,1,1,0,0,0,0,0.6392593,1,Late,High Risk
3253,3,2,3,2,160,3,2,0,6,4808,1,0,1,0,0,1,1,0.6857648,1,Late,High Risk
3254,4,2,3,3,235,3,2,0,10,4186,0,0,1,0,1,1,0,0.70252764,1,Late,High Risk
3255,0,2,3,4,100,3,2,1,4,4191,0,0,1,0,0,1,0,0.7315748,1,Late,High Risk
3256,1,2,5,5,135,4,2,0,7,5765,1,1,1,0,0,1,0,0.5502251,1,Late,Medium Risk
3257,2,2,5,2,137,3,1,1,6,4883,0,1,1,0,0,1,1,0.5929226,1,Late,Medium Risk
3258,4,2,4,2,222,3,0,0,9,5337,0,1,1,0,1,1,1,0.7181853,1,Late,High Risk
3259,3,2,5,1,246,3,2,0,10,4078,1,1,1,0,1,1,1,0.6069333,1,Late,High Risk
3260,4,2,3,3,202,3,2,0,8,5486,1,0,1,0,0,1,0,0.68095994,1,Late,High Risk
3261,0,2,4,5,273,3,1,0,1,5043,1,1,1,0,1,1,0,0.5346735,1,Late,Medium Risk
3262,1,1,5,1,248,2,1,0,9,5881,1,1,1,0,1,0,1,0.5878587,1,Late,Medium Risk
3263,2,1,4,4,199,4,2,0,5,4194,0,1,1,0,0,1,0,0.606606,1,Late,High Risk
3264,4,1,4,3,209,3,2,1,7,4104,1,1,1,0,0,1,0,0.4527407,0,On Time,Medium Risk
3265,3,1,4,5,216,2,1,1,2,4905,0,1,1,0,1,0,0,0.6800353,1,Late,High Risk
3266,4,1,4,2,227,3,1,1,2,4318,1,1,1,0,1,1,1,0.62620986,1,Late,High Risk
3267,0,1,3,1,216,4,2,0,4,4416,0,0,1,0,1,1,1,0.7341852,1,Late,High Risk
3268,1,1,2,3,242,2,2,0,1,5892,1,0,1,0,1,0,0,0.4889328,0,On Time,Medium Risk
3269,2,1,5,4,217,3,2,0,8,4949,1,1,1,0,1,1,0,0.6344665,1,Late,High Risk
3270,4,1,2,2,160,3,2,0,9,4613,0,0,1,0,0,1,1,0.78061026,1,Late,High Risk
3271,3,1,5,3,141,2,2,1,4,5257,0,1,1,0,0,0,0,0.73590195,1,Late,High Risk
3272,4,1,5,4,263,2,2,0,5,4595,0,1,1,0,1,0,0,0.7555054,1,Late,High Risk
3273,0,1,5,4,171,4,1,1,7,5359,1,1,1,0,0,1,0,0.67490035,1,Late,High Risk
3274,1,1,3,5,195,2,1,0,4,4864,0,0,1,0,0,0,0,0.69080234,1,Late,High Risk
3275,2,1,3,5,237,3,1,1,4,5561,1,0,1,0,1,1,0,0.646576,1,Late,High Risk
3276,4,1,2,5,241,4,1,0,4,5693,1,0,1,0,1,1,0,0.49604964,0,On Time,Medium Risk
3277,3,1,3,4,134,3,2,0,9,4230,1,0,1,0,0,1,0,0.6984938,1,Late,High Risk
3278,4,1,5,5,156,3,1,0,5,5398,1,1,1,0,0,1,0,0.6023096,1,Late,High Risk
3279,0,1,3,4,211,2,1,1,6,6000,0,0,1,0,0,0,0,0.6308531,1,Late,High Risk
3280,1,1,3,2,243,2,1,0,5,4769,0,0,1,0,1,0,1,0.5977357,1,Late,Medium Risk
3281,2,1,4,3,196,2,2,0,7,4116,1,1,1,0,0,0,0,0.39606658,0,On Time,Medium Risk
3282,4,1,3,3,242,2,2,0,7,4960,0,0,1,0,1,0,0,0.6837873,1,Late,High Risk
3283,3,1,3,4,175,3,1,0,3,4449,0,0,1,0,0,1,0,0.663208,1,Late,High Risk
3284,4,0,2,2,155,3,1,1,1,5154,0,0,1,0,0,1,1,0.6802536,1,Late,High Risk
3285,0,0,4,1,200,2,1,0,9,4808,1,1,1,0,0,0,1,0.629793,1,Late,High Risk
3286,1,0,3,3,191,3,1,1,4,4586,0,0,1,0,0,1,0,0.4990208,0,On Time,Medium Risk
3287,2,0,4,5,221,3,1,0,6,5895,0,1,1,0,1,1,0,0.739107,1,Late,High Risk
3288,4,0,3,1,135,3,1,1,9,4511,0,0,1,0,0,1,1,0.75497806,1,Late,High Risk
3289,3,0,3,2,152,4,2,0,7,5943,1,0,1,0,0,1,1,0.58870745,1,Late,Medium Risk
3290,4,0,2,5,172,2,1,1,7,4649,0,0,1,0,0,0,0,0.786959,1,Late,High Risk
3291,0,0,5,2,253,2,0,0,2,5643,1,1,1,0,1,0,1,0.6832947,1,Late,High Risk
3292,1,0,5,1,270,2,0,1,10,5360,0,1,1,0,1,0,1,0.61656034,1,Late,High Risk
3293,2,0,2,4,139,4,0,1,3,5041,0,0,1,0,0,1,0,0.74848366,1,Late,High Risk
3294,4,0,5,2,257,4,2,1,9,5088,0,1,1,0,1,1,1,0.7279225,1,Late,High Risk
3295,3,0,4,1,155,3,1,0,5,4283,1,1,1,0,0,1,1,0.613476,1,Late,High Risk
3296,4,0,3,5,125,2,1,1,5,4933,1,0,1,0,0,0,0,0.52073836,1,Late,Medium Risk
3297,0,0,5,4,233,2,1,0,7,4597,1,1,1,0,1,0,0,0.6821103,1,Late,High Risk
3298,1,0,3,3,205,2,2,1,6,4989,1,0,1,0,0,0,0,0.5838771,1,Late,Medium Risk
3299,2,0,5,4,243,3,2,1,4,4420,1,1,1,0,1,1,0,0.5306149,1,Late,Medium Risk
3300,4,0,4,4,208,3,1,0,10,4919,0,1,1,0,0,1,0,0.6123792,1,Late,High Risk
3301,3,0,3,1,230,3,2,0,6,4392,0,0,1,0,1,1,1,0.6348737,1,Late,High Risk
3302,4,0,4,5,205,3,2,1,5,4949,1,1,1,0,0,1,0,0.5597375,1,Late,Medium Risk
3303,0,0,3,4,170,2,1,0,2,5664,0,0,1,0,0,0,0,0.7546928,1,Late,High Risk
3304,1,0,4,2,222,2,2,1,5,4268,0,1,1,0,1,0,1,0.5921196,1,Late,Medium Risk
3305,2,0,5,4,186,2,1,1,3,4213,0,1,1,0,0,0,0,0.70390666,1,Late,High Risk
3306,4,2,5,1,208,2,1,0,8,5218,0,1,1,0,0,0,1,0.8246907,1,Late,High Risk
3307,3,2,4,3,223,3,2,0,9,5897,0,1,1,0,1,1,0,0.721668,1,Late,High Risk
3308,4,2,5,3,154,2,2,1,8,4006,0,1,1,0,0,0,0,0.33593696,0,On Time,Medium Risk
3309,0,2,5,3,235,4,2,0,10,4011,0,1,1,0,1,1,0,0.57106453,1,Late,Medium Risk
3310,1,2,4,3,271,3,2,1,1,4137,0,1,1,0,1,1,0,0.5218692,1,Late,Medium Risk
3311,2,2,4,5,250,3,1,0,2,5206,0,1,1,0,1,1,0,0.604326,1,Late,High Risk
3312,4,2,4,2,206,2,2,1,4,5159,0,1,1,0,0,0,1,0.74355704,1,Late,High Risk
3313,3,2,3,1,153,3,1,1,10,5121,1,0,1,0,0,1,1,0.6305011,1,Late,High Risk
3314,4,2,4,4,212,2,2,0,6,4117,1,1,1,0,0,0,0,0.59924895,1,Late,Medium Risk
3315,0,2,6,4,168,2,0,1,6,5686,0,1,1,0,0,0,0,0.7892258,1,Late,High Risk
3316,1,2,3,1,171,2,1,1,10,5379,1,0,1,0,0,0,1,0.6772444,1,Late,High Risk
3317,2,2,3,5,132,2,1,1,10,4462,1,0,1,0,0,0,0,0.69378,1,Late,High Risk
3318,4,2,5,3,141,3,1,1,9,4857,0,1,1,0,0,1,0,0.6161759,1,Late,High Risk
3319,3,2,3,2,254,2,1,1,1,4334,0,0,1,0,1,0,1,0.6186513,1,Late,High Risk
3320,4,2,4,4,159,2,2,0,6,5221,0,1,1,0,0,0,0,0.7194231,1,Late,High Risk
3321,0,2,2,4,194,2,1,0,4,4803,1,0,1,0,0,0,0,0.7063558,1,Late,High Risk
3322,1,2,4,3,178,6,1,1,6,4203,0,1,1,0,0,1,0,0.615132,1,Late,High Risk
3323,2,2,3,4,151,3,1,1,2,5712,1,0,1,0,0,1,0,0.6934074,1,Late,High Risk
3324,4,2,5,1,244,2,1,0,5,4125,1,1,1,0,1,0,1,0.61940783,1,Late,High Risk
3325,3,2,3,2,237,3,1,1,8,5287,1,0,1,0,1,1,1,0.6112847,1,Late,High Risk
3326,4,2,3,1,241,3,2,1,9,5184,0,0,1,0,1,1,1,0.6908842,1,Late,High Risk
3327,0,2,4,2,156,3,1,1,3,5923,0,1,1,0,0,1,1,0.7098157,1,Late,High Risk
3328,1,2,4,3,243,3,2,1,1,5021,0,1,1,0,1,1,0,0.6244915,1,Late,High Risk
3329,2,2,5,5,219,2,2,1,4,4289,0,1,1,0,1,0,0,0.6407744,1,Late,High Risk
3330,4,2,4,5,168,2,0,1,2,5776,0,1,1,0,0,0,0,0.5813734,1,Late,Medium Risk
3331,3,2,6,3,224,6,0,1,8,5661,0,1,1,0,1,1,0,0.50855464,1,Late,Medium Risk
3332,4,2,4,4,216,2,2,1,2,5840,1,1,1,0,1,0,0,0.734536,1,Late,High Risk
3333,0,2,3,1,187,5,1,0,6,4698,0,0,1,0,0,1,1,0.75868744,1,Late,High Risk
3334,1,2,5,3,204,3,0,0,1,4037,1,1,1,0,0,1,0,0.37483662,0,On Time,Medium Risk
3335,2,2,6,5,266,5,1,1,10,4140,0,1,1,0,1,1,0,0.78045493,1,Late,High Risk
3336,4,2,3,4,179,2,1,0,2,4931,1,0,1,0,0,0,0,0.6860039,1,Late,High Risk
3337,3,2,3,4,184,3,1,1,10,4776,0,0,1,0,0,1,0,0.67777914,1,Late,High Risk
3338,4,2,6,2,204,4,2,0,2,4431,0,1,1,0,0,1,1,0.78106797,1,Late,High Risk
3339,0,2,3,4,255,2,2,0,7,4332,1,0,1,0,1,0,0,0.62583363,1,Late,High Risk
3340,1,2,4,1,272,2,2,0,5,5252,0,1,1,0,1,0,1,0.66663074,1,Late,High Risk
3341,2,2,4,3,186,2,1,1,7,4947,1,1,1,0,0,0,0,0.5932278,1,Late,Medium Risk
3342,4,2,5,4,147,4,2,1,6,4369,0,1,1,0,0,1,0,0.69769484,1,Late,High Risk
3343,3,2,3,4,145,3,2,1,4,5361,1,0,1,0,0,1,0,0.7630805,1,Late,High Risk
3344,4,2,5,1,255,3,2,0,6,5715,0,1,1,0,1,1,1,0.6608411,1,Late,High Risk
3345,0,2,3,4,133,2,1,0,7,4663,0,0,1,0,0,0,0,0.70372736,1,Late,High Risk
3346,1,2,4,1,155,4,1,0,1,4985,0,1,1,0,0,1,1,0.75210947,1,Late,High Risk
3347,2,2,4,5,151,4,2,1,10,4796,0,1,1,0,0,1,0,0.72767496,1,Late,High Risk
3348,4,2,4,2,270,2,0,0,3,4914,1,1,1,0,1,0,1,0.6223202,1,Late,High Risk
3349,3,2,3,1,234,4,0,1,6,4942,0,0,1,0,1,1,1,0.61367375,1,Late,High Risk
3350,4,2,3,5,186,2,2,1,4,4352,0,0,1,0,0,0,0,0.7226819,1,Late,High Risk
3351,0,2,4,5,157,2,2,1,6,5937,0,1,1,0,0,0,0,0.7782522,1,Late,High Risk
3352,1,2,4,4,268,3,1,1,7,5947,0,1,1,0,1,1,0,0.75254524,1,Late,High Risk
3353,2,2,4,3,244,2,1,1,10,4486,1,1,1,0,1,0,0,0.6323737,1,Late,High Risk
3354,4,2,4,5,190,3,1,1,2,4554,0,1,1,0,0,1,0,0.6959442,1,Late,High Risk
3355,3,2,4,4,161,4,1,1,5,5038,0,1,1,0,0,1,0,0.7250191,1,Late,High Risk
3356,4,2,2,4,162,3,0,0,2,5893,1,0,1,0,0,1,0,0.5626455,1,Late,Medium Risk
3357,0,2,4,3,163,8,2,0,6,5739,0,1,1,0,0,1,0,0.53300095,1,Late,Medium Risk
3358,1,2,3,3,211,6,1,1,5,5777,1,0,1,0,0,1,0,0.48994425,0,On Time,Medium Risk
3359,2,2,3,4,205,8,2,1,1,4977,1,0,1,0,0,1,0,0.54650503,1,Late,Medium Risk
3360,4,2,3,5,150,3,2,0,4,4442,1,0,1,0,0,1,0,0.7383848,1,Late,High Risk
3361,3,2,2,5,209,5,2,0,10,4623,1,0,1,0,0,1,0,0.8552853,1,Late,High Risk
3362,4,2,5,2,250,3,2,0,6,5298,0,1,1,0,1,1,1,0.64637625,1,Late,High Risk
3363,0,2,3,2,206,3,0,0,1,4431,1,0,1,0,0,1,1,0.5462695,1,Late,Medium Risk
3364,1,2,5,2,244,3,1,1,2,4198,0,1,1,0,1,1,1,0.6138136,1,Late,High Risk
3365,2,2,2,1,180,3,1,1,2,4615,1,0,1,0,0,1,1,0.62562335,1,Late,High Risk
3366,4,2,4,4,256,3,2,1,1,5784,1,1,1,0,1,1,0,0.5287619,1,Late,Medium Risk
3367,3,2,5,4,273,3,2,0,2,5672,1,1,1,0,1,1,0,0.39618862,0,On Time,Medium Risk
3368,4,2,4,1,178,8,2,0,6,4872,0,1,1,0,0,1,1,0.6188663,1,Late,High Risk
3369,0,2,4,2,296,2,2,0,2,1233,0,1,1,1,1,0,1,0.62854284,1,Late,High Risk
3370,1,2,3,3,249,5,2,0,9,1752,0,0,1,1,1,1,0,0.612352,1,Late,High Risk
3371,2,2,4,5,151,4,2,1,3,5470,0,1,1,0,0,1,0,0.79673564,1,Late,High Risk
3372,4,2,4,3,270,2,0,0,5,5346,0,1,1,0,1,0,0,0.6658112,1,Late,High Risk
3373,3,2,3,2,234,4,0,0,7,4568,1,0,1,0,1,1,1,0.6782664,1,Late,High Risk
3374,4,2,3,4,186,2,2,0,9,5841,0,0,1,0,0,0,0,0.7521469,1,Late,High Risk
3375,0,2,4,1,157,2,2,1,3,5801,0,1,1,0,0,0,1,0.7755429,1,Late,High Risk
3376,1,2,4,2,268,3,1,0,3,5488,1,1,1,0,1,1,1,0.51939386,1,Late,Medium Risk
3377,2,2,4,1,244,2,1,0,3,4644,1,1,1,0,1,0,1,0.5365997,1,Late,Medium Risk
3378,4,2,4,4,190,3,1,1,2,4800,0,1,1,0,0,1,0,0.63745487,1,Late,High Risk
3379,3,2,4,2,161,4,1,0,10,5322,0,1,1,0,0,1,1,0.7609877,1,Late,High Risk
3380,4,2,2,2,162,3,0,1,10,4489,1,0,1,0,0,1,1,0.5606874,1,Late,Medium Risk
3381,0,2,4,1,163,8,2,0,9,5489,1,1,1,0,0,1,1,0.5151703,1,Late,Medium Risk
3382,1,2,3,2,211,6,1,0,2,4417,0,0,1,0,0,1,1,0.60775316,1,Late,High Risk
3383,2,2,3,4,205,8,2,0,5,4869,1,0,1,0,0,1,0,0.5051857,1,Late,Medium Risk
3384,4,2,3,3,150,3,2,1,4,5536,0,0,1,0,0,1,0,0.79112893,1,Late,High Risk
3385,3,2,2,5,209,5,2,0,9,5565,0,0,1,0,0,1,0,0.81691545,1,Late,High Risk
3386,4,2,5,3,250,3,2,1,4,4343,0,1,1,0,1,1,0,0.603006,1,Late,High Risk
3387,0,2,3,1,206,3,0,0,8,4763,1,0,1,0,0,1,1,0.59487635,1,Late,Medium Risk
3388,1,2,5,5,244,3,1,1,9,5695,0,1,1,0,1,1,0,0.6258194,1,Late,High Risk
3389,2,2,2,2,180,3,1,1,2,5033,1,0,1,0,0,1,1,0.60376495,1,Late,High Risk
3390,4,2,4,5,256,3,2,1,10,4504,1,1,1,0,1,1,0,0.6104857,1,Late,High Risk
3391,3,2,5,4,273,3,2,1,6,4044,1,1,1,0,1,1,0,0.34793806,0,On Time,Medium Risk
3392,4,2,4,2,178,8,2,1,5,4120,1,1,1,0,0,1,1,0.37101287,0,On Time,Medium Risk
3393,0,2,4,3,296,2,2,0,9,1523,1,1,1,1,1,0,0,0.45488787,0,On Time,Medium Risk
3394,1,2,4,2,275,6,2,1,2,1712,1,1,1,1,1,1,1,0.5889847,1,Late,Medium Risk
3395,2,2,5,5,270,3,1,1,2,4351,1,1,1,0,1,1,0,0.46275535,0,On Time,Medium Risk
3396,4,2,6,5,224,4,2,1,6,4616,0,1,1,0,1,1,0,0.76009804,1,Late,High Risk
3397,3,2,2,4,172,5,1,1,4,4668,0,0,1,0,0,1,0,0.7087426,1,Late,High Risk
3398,4,2,4,4,176,3,1,0,1,4774,0,1,1,0,0,1,0,0.62777007,1,Late,High Risk
3399,0,1,6,2,240,4,1,1,9,4099,0,1,1,0,1,1,1,0.70198494,1,Late,High Risk
3400,1,1,3,4,213,3,1,0,5,4535,1,0,1,0,0,1,0,0.72553986,1,Late,High Risk
3401,2,1,4,2,197,3,1,0,2,5707,0,1,1,0,0,1,1,0.61965895,1,Late,High Risk
3402,4,1,4,5,167,2,1,0,7,4289,1,1,1,0,0,0,0,0.5757139,1,Late,Medium Risk
3403,3,1,5,1,180,3,1,0,2,5013,1,1,1,0,0,1,1,0.64562196,1,Late,High Risk
3404,4,1,3,1,119,2,1,0,10,4146,1,0,1,0,0,0,1,0.6783413,1,Late,High Risk
3405,0,1,5,5,232,4,1,1,3,5447,0,1,1,0,1,1,0,0.6689196,1,Late,High Risk
3406,1,1,3,5,139,2,2,1,7,5536,0,0,1,0,0,0,0,0.68376124,1,Late,High Risk
3407,2,1,3,2,272,3,1,1,2,4459,1,0,1,0,1,1,1,0.5794651,1,Late,Medium Risk
3408,4,1,3,2,253,3,1,0,7,4915,0,0,1,0,1,1,1,0.6621583,1,Late,High Risk
3409,3,1,3,2,188,3,1,1,4,5376,0,0,1,0,0,1,1,0.6750726,1,Late,High Risk
3410,4,1,3,4,202,3,2,1,5,5169,0,0,1,0,0,1,0,0.659935,1,Late,High Risk
3411,0,1,3,1,134,3,1,0,7,5802,1,0,1,0,0,1,1,0.4995322,0,On Time,Medium Risk
3412,1,1,3,5,110,3,2,1,3,4252,1,0,1,0,0,1,0,0.636048,1,Late,High Risk
3413,2,1,3,2,172,2,1,0,9,4532,1,0,1,0,0,0,1,0.79353476,1,Late,High Risk
3414,4,1,3,1,188,3,1,1,3,4222,0,0,1,0,0,1,1,0.6727269,1,Late,High Risk
3415,3,1,3,1,258,4,2,0,6,5365,1,0,1,0,1,1,1,0.62135607,1,Late,High Risk
3416,4,1,5,3,234,3,1,1,10,5673,0,1,1,0,1,1,0,0.637621,1,Late,High Risk
3417,0,1,3,4,148,4,2,0,9,5301,0,0,1,0,0,1,0,0.78893423,1,Late,High Risk
3418,1,1,5,3,194,4,1,0,2,5396,0,1,1,0,0,1,0,0.7053976,1,Late,High Risk
3419,2,1,4,4,266,3,2,0,2,5413,1,1,1,0,1,1,0,0.6420631,1,Late,High Risk
3420,4,1,5,5,158,3,2,1,7,5559,1,1,1,0,0,1,0,0.64129925,1,Late,High Risk
3421,3,0,5,1,228,2,0,1,6,4984,1,1,1,0,1,0,1,0.5913897,1,Late,Medium Risk
3422,4,0,4,5,159,2,1,1,1,5671,0,1,1,0,0,0,0,0.7819886,1,Late,High Risk
3423,0,0,3,4,255,4,1,1,10,4107,0,0,1,0,1,1,0,0.5159791,1,Late,Medium Risk
3424,1,0,3,4,213,3,1,0,4,5481,1,0,1,0,0,1,0,0.64189315,1,Late,High Risk
3425,2,0,3,4,148,2,1,0,5,4693,1,0,1,0,0,0,0,0.7459565,1,Late,High Risk
3426,4,0,4,5,219,3,2,1,6,5957,1,1,1,0,1,1,0,0.72131664,1,Late,High Risk
3427,3,0,3,5,168,5,2,1,9,5731,1,0,1,0,0,1,0,0.6116082,1,Late,High Risk
3428,4,0,4,3,148,5,2,0,6,4802,0,1,1,0,0,1,0,0.74299943,1,Late,High Risk
3429,0,0,3,4,149,3,1,0,5,5467,0,0,1,0,0,1,0,0.79372704,1,Late,High Risk
3430,1,0,3,5,245,6,0,1,9,4793,0,0,1,0,1,1,0,0.638216,1,Late,High Risk
3431,2,0,3,1,200,2,2,1,10,5178,1,0,1,0,0,0,1,0.594227,1,Late,Medium Risk
3432,4,0,3,1,228,3,2,1,9,5530,0,0,1,0,1,1,1,0.7043647,1,Late,High Risk
3433,3,0,4,1,175,4,1,1,2,4053,0,1,1,0,0,1,1,0.66720957,1,Late,High Risk
3434,4,0,3,3,201,3,1,1,9,5895,1,0,1,0,0,1,0,0.41300547,0,On Time,Medium Risk
3435,0,0,4,3,267,4,1,1,7,5140,0,1,1,0,1,1,0,0.622263,1,Late,High Risk
3436,1,0,3,4,217,2,2,0,9,5450,0,0,1,0,1,0,0,0.6821803,1,Late,High Risk
3437,2,0,2,3,160,2,0,1,3,4409,0,0,1,0,0,0,0,0.7014719,1,Late,High Risk
3438,4,0,4,4,264,3,1,0,2,4279,1,1,1,0,1,1,0,0.6234032,1,Late,High Risk
3439,3,0,3,1,179,3,0,1,5,5898,1,0,1,0,0,1,1,0.564288,1,Late,Medium Risk
3440,4,0,4,5,259,3,2,1,10,4921,1,1,1,0,1,1,0,0.5539904,1,Late,Medium Risk
3441,0,0,4,5,178,2,0,1,5,5403,0,1,1,0,0,0,0,0.73559636,1,Late,High Risk
3442,1,0,3,2,242,5,2,1,6,4694,0,0,1,0,1,1,1,0.72580487,1,Late,High Risk
3443,2,2,4,4,235,2,1,1,4,5671,0,1,1,0,1,0,0,0.6966728,1,Late,High Risk
3444,4,2,4,1,247,2,2,0,7,5098,0,1,1,0,1,0,1,0.66198146,1,Late,High Risk
3445,3,2,2,2,240,5,1,1,7,4138,1,0,1,0,1,1,1,0.5777478,1,Late,Medium Risk
3446,4,2,3,1,252,2,1,1,4,5559,0,0,1,0,1,0,1,0.7379106,1,Late,High Risk
3447,0,2,5,4,237,2,1,1,8,5600,1,1,1,0,1,0,0,0.6891271,1,Late,High Risk
3448,1,2,4,2,161,3,1,0,4,5947,0,1,1,0,0,1,1,0.6927236,1,Late,High Risk
3449,2,2,2,3,144,4,1,0,10,4075,0,0,1,0,0,1,0,0.7916853,1,Late,High Risk
3450,4,2,4,1,163,4,2,1,2,5432,1,1,1,0,0,1,1,0.7494838,1,Late,High Risk
3451,3,2,4,3,246,3,1,0,5,5118,0,1,1,0,1,1,0,0.6478845,1,Late,High Risk
3452,4,2,3,2,213,3,2,1,10,5993,1,0,1,0,0,1,1,0.57653904,1,Late,Medium Risk
3453,0,2,5,1,123,2,1,0,9,5497,0,1,1,0,0,0,1,0.57293147,1,Late,Medium Risk
3454,1,2,4,3,192,3,1,1,1,4045,1,1,1,0,0,1,0,0.39599636,0,On Time,Medium Risk
3455,2,2,4,4,149,3,1,0,8,5658,1,1,1,0,0,1,0,0.63880914,1,Late,High Risk
3456,4,2,5,3,206,4,0,0,1,4583,0,1,1,0,0,1,0,0.650755,1,Late,High Risk
3457,3,2,6,4,243,6,1,1,8,5218,0,1,1,0,1,1,0,0.5574924,1,Late,Medium Risk
3458,4,2,4,5,136,3,1,0,1,4585,1,1,1,0,0,1,0,0.7326664,1,Late,High Risk
3459,0,2,4,1,170,2,2,0,5,5182,0,1,1,0,0,0,1,0.7328248,1,Late,High Risk
3460,1,2,2,4,180,2,1,0,8,4321,1,0,1,0,0,0,0,0.6595579,1,Late,High Risk
3461,2,2,3,5,220,2,1,0,1,5663,0,0,1,0,1,0,0,0.7382205,1,Late,High Risk
3462,4,2,3,3,144,2,1,1,6,5994,1,0,1,0,0,0,0,0.5306908,1,Late,Medium Risk
3463,3,2,3,4,271,2,2,1,6,4218,0,0,1,0,1,0,0,0.6756182,1,Late,High Risk
3464,4,2,4,4,186,2,2,0,9,4887,1,1,1,0,0,0,0,0.69535315,1,Late,High Risk
3465,0,2,2,5,247,4,2,1,4,5255,1,0,1,0,1,1,0,0.679615,1,Late,High Risk
3466,1,2,4,4,202,3,2,1,2,4299,1,1,1,0,0,1,0,0.6079279,1,Late,High Risk
3467,2,2,4,3,143,3,2,0,3,5062,1,1,1,0,0,1,0,0.67117786,1,Late,High Risk
3468,4,2,3,1,180,3,1,0,10,5633,0,0,1,0,0,1,1,0.7444139,1,Late,High Risk
3469,3,2,4,5,221,3,2,0,3,4430,1,1,1,0,1,1,0,0.65581447,1,Late,High Risk
3470,4,2,4,3,173,3,1,0,7,4810,1,1,1,0,0,1,0,0.6072753,1,Late,High Risk
3471,0,2,2,5,107,3,2,1,2,4853,0,0,1,0,0,1,0,0.7605174,1,Late,High Risk
3472,1,2,3,4,259,2,2,0,3,4154,1,0,1,0,1,0,0,0.6459338,1,Late,High Risk
3473,2,2,5,4,134,3,2,1,4,4908,0,1,1,0,0,1,0,0.6954855,1,Late,High Risk
3474,4,2,3,2,204,4,1,1,4,4745,0,0,1,0,0,1,1,0.696877,1,Late,High Risk
3475,3,2,2,2,161,5,2,1,3,4138,0,0,1,0,0,1,1,0.73383594,1,Late,High Risk
3476,4,2,6,4,100,5,1,0,7,5668,1,1,1,0,0,1,0,0.29402345,0,On Time,Low Risk
3477,0,2,5,2,260,4,2,0,3,5890,0,1,1,0,1,1,1,0.7409575,1,Late,High Risk
3478,1,2,5,2,196,3,1,0,4,4271,0,1,1,0,0,1,1,0.6605264,1,Late,High Risk
3479,2,2,5,2,260,3,1,1,1,4799,1,1,1,0,1,1,1,0.6217,1,Late,High Risk
3480,4,2,3,1,193,4,1,1,5,4700,0,0,1,0,0,1,1,0.66961485,1,Late,High Risk
3481,3,2,4,1,258,3,2,1,7,4159,0,1,1,0,1,1,1,0.62396073,1,Late,High Risk
3482,4,2,4,3,254,4,1,1,9,4492,0,1,1,0,1,1,0,0.74682295,1,Late,High Risk
3483,0,2,3,5,216,4,1,0,3,4934,0,0,1,0,1,1,0,0.6599869,1,Late,High Risk
3484,1,2,4,1,273,3,1,0,5,5323,0,1,1,0,1,1,1,0.5941941,1,Late,Medium Risk
3485,2,2,4,4,223,4,1,1,1,4219,0,1,1,0,1,1,0,0.610147,1,Late,High Risk
3486,4,2,4,1,182,2,2,0,10,5638,0,1,1,0,0,0,1,0.7357083,1,Late,High Risk
3487,3,2,3,4,201,3,1,0,6,5722,1,0,1,0,0,1,0,0.6835293,1,Late,High Risk
3488,4,2,4,3,249,3,2,0,6,5657,1,1,1,0,1,1,0,0.63041025,1,Late,High Risk
3489,0,2,5,4,152,3,1,1,1,5314,1,1,1,0,0,1,0,0.6957122,1,Late,High Risk
3490,1,2,3,1,244,4,2,1,6,4734,1,0,1,0,1,1,1,0.65984166,1,Late,High Risk
3491,2,2,3,1,256,4,2,0,3,4398,1,0,1,0,1,1,1,0.64000803,1,Late,High Risk
3492,4,2,4,2,223,3,2,1,3,5121,0,1,1,0,1,1,1,0.69447535,1,Late,High Risk
3493,3,2,3,2,185,2,0,0,3,4816,1,0,1,0,0,0,1,0.56329334,1,Late,Medium Risk
3494,4,2,3,1,166,3,2,1,9,4410,0,0,1,0,0,1,1,0.73913777,1,Late,High Risk
3495,0,2,3,4,113,3,2,1,1,5765,1,0,1,0,0,1,0,0.59295523,1,Late,Medium Risk
3496,1,2,4,1,134,2,2,0,7,5967,0,1,1,0,0,0,1,0.72117525,1,Late,High Risk
3497,2,2,4,3,228,2,0,0,4,4719,1,1,1,0,1,0,0,0.51102436,1,Late,Medium Risk
3498,4,2,3,4,204,2,1,0,10,5844,1,0,1,0,0,0,0,0.6695831,1,Late,High Risk
3499,3,2,3,1,152,2,2,0,2,4136,0,0,1,0,0,0,1,0.7142988,1,Late,High Risk
3500,4,2,3,2,195,2,2,1,9,5779,1,0,1,0,0,0,1,0.6845202,1,Late,High Risk
